Sample,Seq Id,Position,Reads (Cov),Reads (Cov),Score,Skew,Freq,Annotation,Gene,Product
breseq_65,NZ_CP012004,"""=2846790""",1 (0.000),395 (0.900),111/244,NT,99.8%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_65,NZ_CP012004,"""=3150084""",75 (0.170),11 (0.030),9/214,NT,16.5%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",47 (0.120),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_66,NC_009083,"""11236=""",110 (0.030),2346 (0.640),163/216,NT,90.0%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",425 (0.110),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_66,NC_009083,"""=11251""",111 (0.030),1741 (0.470),162/216,NT,87.0%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",425 (0.110),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_66,NZ_CP012004,"""=1389345""",0 (0.000),380 (1.340),106/248,NT,83.2%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",153 (0.690),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_66,NZ_CP012004,"""1389363=""",0 (0.000),365 (1.280),119/248,NT,72.8%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",273 (1.230),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_66,NZ_CP012004,"""2846783=""",0 (0.000),331 (0.980),106/242,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_66,NZ_CP012004,"""=2846790""",0 (0.000),380 (1.110),111/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_66,NZ_CP012004,"""=3150084""",44 (0.130),5 (0.020),5/214,NT,12.8%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",30 (0.100),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_66,NZ_CP012004,"""3393376=""",259 (0.750),23 (0.080),20/242,NT,9.8%,coding(305/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",169 (0.780),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_66,NZ_CP012004,"""=3393384""",234 (0.680),13 (0.050),11/248,NT,6.3%,coding(313/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97084""",153 (0.690),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_66,NZ_CP012004,"""3394859=""",78 (0.230),340 (1.210),103/244,NT,72.7%,coding(1788/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95907=""",179 (0.820),,,,,intergenic(24/69),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_66,NZ_CP012004,"""=3394871""",64 (0.180),243 (0.870),97/244,NT,69.5%,coding(1800/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97082""",150 (0.690),,,,,intergenic(+16/14),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_66,NZ_CP012005,"""95904=""",179 (0.800),117 (0.720)+33 bp,62/182,NT,44.6%,intergenic(21/72),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
,NZ_CP012005,"""131501=""",218 (0.980),,,,,coding(134/192nt),ACX60_RS18925,hypothetical protein
breseq_67,NC_009083,"""11236=""",120 (0.030),2162 (0.510),157/216,NT,88.4%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",461 (0.100),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_67,NC_009083,"""=11251""",119 (0.030),1753 (0.410),169/216,NT,86.1%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",461 (0.100),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_67,NZ_CP012004,"""=1389345""",7 (0.020),117 (0.400),57/248,NT,50.0%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",227 (0.950),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_67,NZ_CP012004,"""1389363=""",1 (0.000),324 (1.110),114/248,NT,68.5%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",297 (1.250),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_67,NZ_CP012004,"""=1389371""",6 (0.020),146 (0.500),62/246,NT,56.6%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",218 (0.920),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_67,NZ_CP012004,"""2597132=""",439 (1.260),27 (0.090),20/206,NT,6.7%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",390 (1.350),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_67,NZ_CP012004,"""2846783=""",1 (0.000),328 (0.970),114/242,NT,99.7%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_67,NZ_CP012004,"""=2846790""",0 (0.000),337 (0.990),107/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_67,NZ_CP012004,"""=3150084""",45 (0.130),7 (0.020),7/214,NT,15.6%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",37 (0.120),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_67,NZ_CP012004,"""3394318=""",5 (0.010),367 (1.060),125/248,NT,98.7%,coding(1247/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""3612187=""",NA (NA),,,,,intergenic(2/56),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_67,NZ_CP012004,"""=3394322""",3 (0.010),364 (1.050),118/248,NT,99.2%,coding(1251/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""=3613287""",NA (NA),,,,,coding(428/453nt),ACX60_RS17045,endonuclease
breseq_67,NZ_CP012005,"""95904=""",169 (0.710),22 (0.130)+33 bp,18/182,NT,13.4%,intergenic(21/72),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
,NZ_CP012005,"""131501=""",218 (0.920),,,,,coding(134/192nt),ACX60_RS18925,hypothetical protein
breseq_68,NC_009083,"""11236=""",161 (0.030),3291 (0.730),179/218,NT,90.4%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",561 (0.120),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_68,NC_009083,"""=11251""",160 (0.030),1906 (0.420),160/218,NT,84.5%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",561 (0.120),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_68,NZ_CP012004,"""1389363=""",2 (0.010),297 (1.010),103/250,NT,66.1%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",302 (1.050),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_68,NZ_CP012004,"""=1389371""",10 (0.030),146 (0.500),68/248,NT,55.2%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",227 (0.800),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_68,NZ_CP012004,"""1591230=""",376 (1.250),20 (0.080),16/214,NT,6.2%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",281 (1.090),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_68,NZ_CP012004,"""2597132=""",384 (1.270),25 (0.100),20/208,NT,6.8%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",365 (1.450),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_68,NZ_CP012004,"""2846783=""",1 (0.000),342 (1.160),117/244,NT,99.7%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_68,NZ_CP012004,"""=2846790""",0 (0.000),316 (1.060),113/246,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_69,NC_009083,"""11236=""",70 (0.020),1807 (0.610),161/198,NT,86.5%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",502 (0.150),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_69,NC_009083,"""=11251""",75 (0.020),1364 (0.460),136/198,NT,82.8%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",502 (0.150),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_69,NZ_CP012004,"""1389363=""",0 (0.000),253 (0.770),87/230,NT,56.0%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",398 (1.150),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_69,NZ_CP012004,"""=1389371""",9 (0.030),154 (0.470),62/228,NT,56.4%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",229 (0.670),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_69,NZ_CP012004,"""=2108279""",243 (0.780),11 (0.040),11/186,NT,6.2%,intergenic(351/+111),ACX60_RS09940/ACX60_RS09945,malate synthase G/hypothetical protein
,NZ_CP012004,"""2143429=""",134 (0.530),,,,,intergenic(159/+18),ACX60_RS10195/ACX60_RS10200,integrase/cell division protein ZapE
breseq_69,NZ_CP012004,"""2846783=""",1 (0.000),305 (1.000),112/224,NT,99.7%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_69,NZ_CP012004,"""=2846790""",0 (0.000),359 (1.170),108/226,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_69,NZ_CP012004,"""3393659=""",217 (0.690),42 (0.130),29/230,NT,15.4%,coding(588/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",246 (0.710),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_69,NZ_CP012004,"""=3393667""",212 (0.680),22 (0.070),19/226,NT,7.8%,coding(596/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97084""",311 (0.920),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_69,NZ_CP012004,"""=3395057""",324 (1.040),16 (0.050),12/228,NT,5.4%,coding(1986/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",242 (0.710),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_71,NC_009083,"""11236=""",316 (0.030),4852 (0.450),154/196,NT,81.5%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",1928 (0.160),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_71,NC_009083,"""=11251""",332 (0.030),4996 (0.470),156/196,NT,81.9%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",1928 (0.160),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_71,NZ_CP012004,"""1388537=""",556 (1.600),464 (1.340),90/226,NT,60.2%,coding(153/192nt),ACX60_RS06470,hypothetical protein
,NZ_CP012004,"""=3394906""",62 (0.180),,,,,coding(1835/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
breseq_71,NZ_CP012004,"""1389363=""",0 (0.000),282 (0.960),68/228,NT,64.5%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",310 (1.300),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_71,NZ_CP012004,"""=1389371""",14 (0.040),260 (0.900),57/226,NT,69.9%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",210 (0.890),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_71,NZ_CP012004,"""2846783=""",0 (0.000),270 (0.800),65/222,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_71,NZ_CP012004,"""=2846790""",0 (0.000),354 (1.040),79/224,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_71,NZ_CP012004,"""3394898=""",52 (0.150),306 (1.040),74/228,NT,62.8%,coding(1827/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=132540""",310 (1.300),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_70,NC_009083,"""11236=""",34 (0.020),809 (0.520),127/194,NT,78.3%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",418 (0.240),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_70,NC_009083,"""=11251""",35 (0.020),665 (0.430),110/194,NT,74.8%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",418 (0.240),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_70,NZ_CP012004,"""=21427""",NA (NA),3 (0.010),3/222,NT,NA,noncoding(991/2918nt),ACX60_RS00090,23S ribosomal RNA
,NZ_CP012004,"""21432=""",NA (NA),,,,,noncoding(996/2918nt),ACX60_RS00090,23S ribosomal RNA
breseq_70,NZ_CP012004,"""1389363=""",0 (0.000),281 (0.910),99/226,NT,62.0%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",344 (1.250),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_70,NZ_CP012004,"""=1389371""",11 (0.030),114 (0.370),52/224,NT,46.6%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",250 (0.920),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_70,NZ_CP012004,"""2846783=""",1 (0.000),305 (0.910),101/220,NT,99.7%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_70,NZ_CP012004,"""=2846790""",0 (0.000),365 (1.080),111/222,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_70,NZ_CP012004,"""3394813=""",313 (0.910),23 (0.070),21/226,NT,6.8%,coding(1742/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""3612187=""",NA (NA),,,,,intergenic(2/56),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_70,NZ_CP012004,"""=3394818""",324 (0.940),21 (0.060),19/224,NT,6.1%,coding(1747/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""=3613286""",NA (NA),,,,,coding(429/453nt),ACX60_RS17045,endonuclease
breseq_70,NZ_CP012004,"""3395303=""",162 (0.470),189 (0.610),79/226,NT,42.8%,coding(2232/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=132540""",344 (1.250),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_70,NZ_CP012004,"""=3395311""",141 (0.410),182 (0.590),91/226,NT,48.1%,coding(2240/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""131502=""",251 (0.910),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_72,NC_009083,"""11236=""",510 (0.060),3285 (0.430),179/196,NT,72.0%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",2111 (0.250),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_72,NC_009083,"""=11251""",543 (0.070),3204 (0.420),166/196,NT,71.3%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",2111 (0.250),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_72,NZ_CP012004,"""=532337""",0 (0.000),3 (0.010)+GC,3/224,NT,100%,noncoding(1860/2918nt),ACX60_RS02610,23S ribosomal RNA
,NZ_CP012004,"""=3165539""",NA (NA),,,,,noncoding(1872/2918nt),ACX60_RS14985,23S ribosomal RNA
breseq_72,NZ_CP012004,"""=1389345""",2 (0.010),207 (0.840),70/228,NT,75.8%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",130 (0.850),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_72,NZ_CP012004,"""1389363=""",0 (0.000),306 (1.240),94/228,NT,78.2%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",171 (1.120),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_72,NZ_CP012004,"""=1389371""",5 (0.010),10 (0.040),9/226,NT,12.7%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",133 (0.880),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_72,NZ_CP012004,"""2846783=""",0 (0.000),340 (1.030),116/222,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_72,NZ_CP012004,"""=2846790""",1 (0.000),367 (1.100),105/224,NT,99.7%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_72,NZ_CP012004,"""=3393409""",260 (0.770),13 (0.050),11/224,NT,7.0%,coding(338/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95906=""",91 (0.610),,,,,intergenic(23/70),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_72,NZ_CP012005,"""95904=""",91 (0.600),38 (0.350)+33 bp,27/162,NT,32.4%,intergenic(21/72),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
,NZ_CP012005,"""131501=""",133 (0.870),,,,,coding(134/192nt),ACX60_RS18925,hypothetical protein
